ps,Etot/N,Epot/N,Ekin/N,T[K],inst_ns_per_day,avg_ns_per_day
0.0000,-327.3434,0.0417,322.6,9.21,9.21
0.0100,-327.3429,0.0427,330.4,0.94,1.71
0.0200,-327.3512,0.0459,355.3,0.94,1.34
0.0300,-327.3483,0.0446,345.3,0.95,1.21
0.0400,-327.3456,0.0466,360.6,0.94,1.15
0.0500,-327.3465,0.0397,307.0,0.94,1.11
0.0600,-327.3411,0.0434,335.5,0.94,1.08
0.0700,-327.3504,0.0440,340.3,0.94,1.06
0.0800,-327.3431,0.0428,330.9,0.94,1.05
0.0900,-327.3534,0.0494,382.3,0.94,1.03
0.1000,-327.3500,0.0485,375.3,1.13,1.04
